entity,relation,best-entity-query,best-concept-query,query
concept:biotechcompany:ca_inc,generalizations,CA Inc,,CA Inc 
concept:biotechcompany:caterpillar,concept:agentcollaborateswithagent,caterpillar,james_w__owens,caterpillar james_w__owens
concept:biotechcompany:caterpillar,concept:agentcontrols,caterpillar,james_w__owens,caterpillar james_w__owens
concept:biotechcompany:caterpillar,concept:competeswith,caterpillar,New York,caterpillar New York
concept:biotechcompany:caterpillar,concept:controlledbyagent,caterpillar,james_w__owens,caterpillar james_w__owens
concept:biotechcompany:caterpillar,concept:hasofficeincity,caterpillar,peoria,caterpillar peoria
concept:biotechcompany:caterpillar,concept:headquarteredin,caterpillar,peoria,caterpillar peoria
concept:biotechcompany:caterpillar,concept:mutualproxyfor,caterpillar,james_w__owens,caterpillar james_w__owens
concept:biotechcompany:caterpillar,concept:organizationhasagent,caterpillar,james_w__owens,caterpillar james_w__owens
concept:biotechcompany:caterpillar,concept:organizationhasperson,caterpillar,james_w__owens,caterpillar james_w__owens
concept:biotechcompany:caterpillar,concept:organizationhastopmember,caterpillar,Jim Owens,caterpillar Jim Owens
concept:biotechcompany:caterpillar,concept:organizationheadquarteredincity,caterpillar,peoria,caterpillar peoria
concept:biotechcompany:caterpillar,concept:organizationheadquarteredinstateorprovince,caterpillar,ILLinois,caterpillar ILLinois
concept:biotechcompany:caterpillar,concept:organizationleadbyperson,caterpillar,james_w__owens,caterpillar james_w__owens
concept:biotechcompany:caterpillar,concept:organizationterminatedperson,caterpillar,Jim Owens,caterpillar Jim Owens
concept:biotechcompany:caterpillar,concept:worker,caterpillar,james_w__owens,caterpillar james_w__owens
concept:biotechcompany:caterpillar,generalizations,caterpillar,,caterpillar 
concept:biotechcompany:caterpillar,generalizations,caterpillar,,caterpillar 
concept:biotechcompany:caterpillar,generalizations,caterpillar,,caterpillar 
concept:biotechcompany:bank_of_new_york_co_inc,generalizations,BANK OF NEW YORK CO INC,,BANK OF NEW YORK CO INC 
concept:biotechcompany:biovex_ltd,generalizations,biovex ltd,,biovex ltd 
concept:biotechcompany:united_therapeutics_corporation,generalizations,United Therapeutics Corporation,,United Therapeutics Corporation 
concept:company:quorumlabs,generalizations,QuorumLabs,,QuorumLabs 
concept:biotechcompany:kvh_industries_inc,generalizations,KVH Industries Inc,,KVH Industries Inc 
concept:biotechcompany:texas_roadhouse_inc,generalizations,Texas Roadhouse Inc,,Texas Roadhouse Inc 
concept:biotechcompany:automatic_data_processing_inc,generalizations,automatic_data_processing_inc,,automatic_data_processing_inc 
concept:biotechcompany:natural_alternatives_international_inc,generalizations,Natural Alternatives International Inc,,Natural Alternatives International Inc 
concept:biotechcompany:north_fork_bancorp_inc,generalizations,North Fork Bancorp Inc,,North Fork Bancorp Inc 
concept:company:tiger_electronics,concept:acquiredby,tiger electronics,hasbro,tiger electronics hasbro
concept:company:tiger_electronics,generalizations,tiger electronics,,tiger electronics 
concept:biotechcompany:w_holding_co_inc,generalizations,w holding co inc,,w holding co inc 
concept:biotechcompany:tapestry_pharmaceuticals,generalizations,tapestry pharmaceuticals,,tapestry pharmaceuticals 
concept:biotechcompany:cutera_inc,generalizations,CUTERA INC,,CUTERA INC 
concept:biotechcompany:alfacell_corporation,generalizations,Alfacell Corporation,,Alfacell Corporation 
concept:biotechcompany:unica_corp,generalizations,unica corp,,unica corp 
concept:biotechcompany:inspire_pharmaceuticals,generalizations,Inspire Pharmaceuticals,,Inspire Pharmaceuticals 
concept:biotechcompany:central_european_media,generalizations,CENTRAL EUROPEAN MEDIA,,CENTRAL EUROPEAN MEDIA 
concept:biotechcompany:magyar_bancorp_inc,generalizations,magyar bancorp inc,,magyar bancorp inc 
concept:biotechcompany:sl_industries_inc,generalizations,SL INDUSTRIES INC,,SL INDUSTRIES INC 
concept:biotechcompany:stellar_resources_ltd,generalizations,STELLAR RESOURCES LTD,,STELLAR RESOURCES LTD 
concept:biotechcompany:applied_innovation_inc,generalizations,APPLIED INNOVATION INC,,APPLIED INNOVATION INC 
concept:biotechcompany:pharmed_group,generalizations,pharmed_group,,pharmed_group 
concept:biotechcompany:saks_inc,generalizations,SAKS INC,,SAKS INC 
concept:biotechcompany:saks_inc,generalizations,SAKS INC,,SAKS INC 
concept:biotechcompany:saks_inc,generalizations,SAKS INC,,SAKS INC 
concept:biotechcompany:midas_group_inc,generalizations,MIDAS GROUP INC,,MIDAS GROUP INC 
concept:biotechcompany:unigene,generalizations,UniGene,,UniGene 
concept:biotechcompany:mid_penn_bancorp_inc,generalizations,MID PENN BANCORP INC,,MID PENN BANCORP INC 
concept:biotechcompany:maf_bancorp_inc,generalizations,MAF BANCORP INC,,MAF BANCORP INC 
concept:biotechcompany:i_many_inc,generalizations,I-MANY INC,,I-MANY INC 
concept:biotechcompany:walbro_corp,generalizations,WALBRO CORP,,WALBRO CORP 
concept:biotechcompany:ebix_inc,generalizations,Ebix Inc,,Ebix Inc 
concept:biotechcompany:decorator_industries_inc,generalizations,decorator industries inc,,decorator industries inc 
concept:biotechcompany:biontech,generalizations,biontech,,biontech 
concept:biotechcompany:aga_medical_corporation,generalizations,AGA Medical Corporation,,AGA Medical Corporation 
concept:biotechcompany:transwitch_corp,generalizations,Transwitch Corp,,Transwitch Corp 
concept:biotechcompany:white_knight_resources_ltd,generalizations,white knight resources ltd,,white knight resources ltd 
concept:biotechcompany:dime_community,generalizations,Dime Community,,Dime Community 
concept:company:vocus,concept:acquired,Vocus,PRweb,Vocus PRweb
concept:company:vocus,concept:agentcollaborateswithagent,Vocus,PRweb,Vocus PRweb
concept:company:vocus,generalizations,Vocus,,Vocus 
concept:biotechcompany:pharmion,generalizations,Pharmion,,Pharmion 
concept:biotechcompany:allozyne_inc,generalizations,Allozyne Inc,,Allozyne Inc 
concept:biotechcompany:sonoma_valley_bancorp,generalizations,SONOMA VALLEY BANCORP,,SONOMA VALLEY BANCORP 
concept:biotechcompany:matthews_intl_corp,generalizations,MATTHEWS INTL CORP,,MATTHEWS INTL CORP 
concept:biotechcompany:eurand,generalizations,Eurand,,Eurand 
concept:biotechcompany:compass_minerals,generalizations,Compass Minerals,,Compass Minerals 
concept:biotechcompany:jarden_corp,generalizations,Jarden Corp,,Jarden Corp 
concept:biotechcompany:quanex_corp,generalizations,QUANEX CORP,,QUANEX CORP 
concept:retailstore:bic_camera,generalizations,Bic Camera,,Bic Camera 
concept:retailstore:bic_camera,generalizations,Bic Camera,,Bic Camera 
concept:biotechcompany:haverty_furniture_companies_inc,generalizations,Haverty Furniture Companies Inc,,Haverty Furniture Companies Inc 
concept:biotechcompany:thoratec_corporation,generalizations,Thoratec Corporation,,Thoratec Corporation 
concept:biotechcompany:federal_realty_investment_trust,generalizations,Federal Realty Investment Trust,,Federal Realty Investment Trust 
concept:biotechcompany:rockford_corp,generalizations,rockford_corp,,rockford_corp 
concept:biotechcompany:dr_reddy,generalizations,Dr Reddy,,Dr Reddy 
concept:biotechcompany:kowa_pharmaceuticals,generalizations,kowa pharmaceuticals,,kowa pharmaceuticals 
concept:biotechcompany:mylan_laboratories_inc,generalizations,Mylan Laboratories Inc,,Mylan Laboratories Inc 
concept:biotechcompany:hoechst,generalizations,hoechst,,hoechst 
concept:biotechcompany:authentec_inc,generalizations,authentec inc,,authentec inc 
concept:biotechcompany:aeropostale_inc,generalizations,aeropostale inc,,aeropostale inc 
concept:company:hewlett_packard_co_,concept:agentcollaborateswithagent,Hewlett-Packard Co.,Mark V. Hurd,Hewlett-Packard Co. Mark V. Hurd
concept:company:hewlett_packard_co_,generalizations,Hewlett-Packard Co.,,Hewlett-Packard Co. 
concept:biotechcompany:eastman_kodak_co,generalizations,Eastman Kodak Co,,Eastman Kodak Co 
concept:biotechcompany:yanzhou_coal_mining,generalizations,Yanzhou Coal Mining,,Yanzhou Coal Mining 
concept:biotechcompany:precision_drilling_trust,generalizations,precision drilling trust,,precision drilling trust 
concept:biotechcompany:apogee_enterprises,generalizations,Apogee Enterprises,,Apogee Enterprises 
concept:biotechcompany:bookham_inc,generalizations,bookham inc,,bookham inc 
concept:biotechcompany:meadow_valley_corp,generalizations,Meadow Valley Corp,,Meadow Valley Corp 
concept:biotechcompany:universal_corporation,generalizations,universal corporation,,universal corporation 
concept:company:hensel_phelps,generalizations,Hensel-Phelps,,Hensel-Phelps 
concept:biotechcompany:pni_digital_media_inc,generalizations,pni digital media inc,,pni digital media inc 
concept:biotechcompany:western_asset_managed_municipals_portfolio_inc,generalizations,Western Asset Managed Municipals Portfolio Inc,,Western Asset Managed Municipals Portfolio Inc 
concept:biotechcompany:altarex,generalizations,altarex,,altarex 
concept:biotechcompany:diamond_offshore_drilling,generalizations,Diamond Offshore Drilling,,Diamond Offshore Drilling 
concept:biotechcompany:invado_pharmaceuticals,generalizations,Invado Pharmaceuticals,,Invado Pharmaceuticals 
concept:biotechcompany:ttm_technologies_inc,generalizations,TTM TECHNOLOGIES INC,,TTM TECHNOLOGIES INC 
concept:biotechcompany:elsaad_pharmaceutical_indust,generalizations,elsaad pharmaceutical indust,,elsaad pharmaceutical indust 
concept:biotechcompany:mannkind,generalizations,Mannkind,,Mannkind 
concept:company:hasbro,concept:acquired,hasbro,WotC,hasbro WotC
concept:company:hasbro,concept:acquired,hasbro,tiger electronics,hasbro tiger electronics
concept:company:hasbro,concept:agentcollaborateswithagent,hasbro,Brian Goldner,hasbro Brian Goldner
concept:company:hasbro,concept:organizationhasagent,hasbro,Brian Goldner,hasbro Brian Goldner
concept:company:hasbro,concept:organizationhasperson,hasbro,Brian Goldner,hasbro Brian Goldner
concept:company:hasbro,concept:organizationhastopmember,hasbro,Brian Goldner,hasbro Brian Goldner
concept:company:hasbro,concept:organizationleadbyperson,hasbro,Brian Goldner,hasbro Brian Goldner
concept:company:hasbro,concept:superpartoforganization,hasbro,coast,hasbro coast
concept:company:hasbro,generalizations,hasbro,,hasbro 
concept:biotechcompany:sigma_chemical_company,generalizations,Sigma Chemical Company,,Sigma Chemical Company 
concept:biotechcompany:lcc_international_inc,generalizations,LCC International Inc,,LCC International Inc 
concept:biotechcompany:medana_pharma_terpol_group,generalizations,MEDANA PHARMA TERPOL GROUP,,MEDANA PHARMA TERPOL GROUP 
concept:biotechcompany:lsi_logic_corp,generalizations,LSI LOGIC CORP,,LSI LOGIC CORP 
concept:biotechcompany:mcneil_specialty_products_company,generalizations,McNeil Specialty Products Company,,McNeil Specialty Products Company 
concept:biotechcompany:pharming,generalizations,pharming,,pharming 
concept:biotechcompany:vornado_realty_trust__vno,generalizations,Vornado Realty Trust (VNO,,Vornado Realty Trust (VNO 
concept:biotechcompany:sl_green_realty,generalizations,SL Green Realty,,SL Green Realty 
concept:biotechcompany:tower_group_inc,generalizations,Tower Group Inc,,Tower Group Inc 
concept:biotechcompany:eli_lily,concept:organizationheadquarteredincity,eli lily,indianapolis,eli lily indianapolis
concept:biotechcompany:eli_lily,concept:organizationheadquarteredinstateorprovince,eli lily,Indiana,eli lily Indiana
concept:retailstore:bonwit_teller,generalizations,Bonwit-Teller,,Bonwit-Teller 
concept:biotechcompany:msc_industrial_direct_co_inc,generalizations,MSC INDUSTRIAL DIRECT CO INC,,MSC INDUSTRIAL DIRECT CO INC 
concept:biotechcompany:pride_international_inc,generalizations,PRIDE INTERNATIONAL INC,,PRIDE INTERNATIONAL INC 
concept:biotechcompany:apothecus,generalizations,apothecus,,apothecus 
concept:biotechcompany:medi_ject,generalizations,medi ject,,medi ject 
concept:biotechcompany:union_bankshares,generalizations,Union Bankshares,,Union Bankshares 
concept:biotechcompany:carrington_laboratories,generalizations,carrington laboratories,,carrington laboratories 
concept:biotechcompany:alberto_culver_co,generalizations,alberto culver co,,alberto culver co 
concept:organization:redmond_behemoth,generalizations,Redmond behemoth,,Redmond behemoth 
concept:biotechcompany:ikon_office_solutions_inc,generalizations,IKON OFFICE SOLUTIONS INC,,IKON OFFICE SOLUTIONS INC 
concept:biotechcompany:novex_pharma,generalizations,Novex Pharma,,Novex Pharma 
concept:biotechcompany:wausau_mosinee_paper,generalizations,Wausau-Mosinee Paper,,Wausau-Mosinee Paper 
concept:biotechcompany:searchlight_minerals_corp,generalizations,Searchlight Minerals Corp,,Searchlight Minerals Corp 
concept:biotechcompany:novint_technologies_inc,generalizations,Novint Technologies Inc,,Novint Technologies Inc 
concept:biotechcompany:wambaugh_standex_international_corporation,generalizations,Wambaugh Standex International Corporation,,Wambaugh Standex International Corporation 
concept:biotechcompany:broadway_financial_corp,generalizations,Broadway Financial Corp,,Broadway Financial Corp 
concept:biotechcompany:simpson_manufacturing_co_inc,generalizations,SIMPSON MANUFACTURING CO INC,,SIMPSON MANUFACTURING CO INC 
concept:biotechcompany:regeneration_technologies,generalizations,Regeneration Technologies,,Regeneration Technologies 
concept:biotechcompany:standard_parking_corp,generalizations,STANDARD PARKING CORP,,STANDARD PARKING CORP 
concept:biotechcompany:icu_med_inc,generalizations,icu med inc,,icu med inc 
concept:biotechcompany:zebra_technologies_corp,generalizations,ZEBRA TECHNOLOGIES CORP,,ZEBRA TECHNOLOGIES CORP 
concept:biotechcompany:intendis,generalizations,INTENDIS,,INTENDIS 
concept:biotechcompany:resverlogix_corp,generalizations,Resverlogix Corp,,Resverlogix Corp 
concept:biotechcompany:host_hotels___resorts_inc,generalizations,Host Hotels & Resorts Inc,,Host Hotels & Resorts Inc 
concept:biotechcompany:cadus_pharmaceutical_corp,generalizations,cadus_pharmaceutical_corp,,cadus_pharmaceutical_corp 
concept:biotechcompany:global_imaging_systems_inc,generalizations,global imaging systems inc,,global imaging systems inc 
concept:biotechcompany:rentrak_corp,generalizations,RENTRAK CORP,,RENTRAK CORP 
concept:biotechcompany:adventrx_pharmaceuticals,generalizations,ADVENTRX PHARMACEUTICALS,,ADVENTRX PHARMACEUTICALS 
concept:biotechcompany:genzyme_pharmaceuticals,generalizations,genzyme pharmaceuticals,,genzyme pharmaceuticals 
concept:biotechcompany:wildlife_pharmaceuticals,generalizations,Wildlife Pharmaceuticals,,Wildlife Pharmaceuticals 
concept:biotechcompany:verint_systems_inc,generalizations,verint systems inc,,verint systems inc 
concept:organization:conde_group,generalizations,Conde Group,,Conde Group 
concept:biotechcompany:sigma_tau_pharmaceuticals,generalizations,Sigma Tau Pharmaceuticals,,Sigma Tau Pharmaceuticals 
concept:biotechcompany:inhibitex,generalizations,inhibitex,,inhibitex 
concept:biotechcompany:kla_tencor_corp,generalizations,Kla Tencor Corp,,Kla Tencor Corp 
concept:biotechcompany:threshold_pharmaceuticals,generalizations,Threshold Pharmaceuticals,,Threshold Pharmaceuticals 
concept:biotechcompany:mcr_american_pharmaceuticals,generalizations,MCR American Pharmaceuticals,,MCR American Pharmaceuticals 
concept:biotechcompany:altria_group,concept:acquired,ALTRIA GROUP INC,kraft,ALTRIA GROUP INC kraft
concept:biotechcompany:altria_group,concept:agentcontrols,ALTRIA GROUP INC,Louis Camilleri,ALTRIA GROUP INC Louis Camilleri
